AccelerationX;AccelerationY;AccelerationZ;GyroscopeX;GyroscopeY;GyroscopeZ;Latitude;Longitude;Velocity;Altitude;Position;Hours;Minutes;Seconds;Date
-0,067240;0,156670;0,961620;0,585690;-1,753340;-4,657110;45,083535;14,160607;30,187600;139,300000;163,200000;10;47;50,841;06/01/2021
-0,081670;0,168470;0,979000;1,204890;-1,239530;-4,648180;45,083510;14,160610;30,743200;139,100000;164,000000;10;47;51,098;06/01/2021
-0,077430;0,170090;0,980010;0,745140;-0,145350;-5,006280;45,083495;14,160615;30,558000;138,700000;163,400000;10;47;51,353;06/01/2021
-0,080580;0,178240;0,999140;0,518740;-0,582440;-4,968780;45,083467;14,160625;30,928400;138,600000;162,500000;10;47;51,609;06/01/2021
-0,066460;0,174090;1,021640;-0,597520;-0,545180;-4,702490;45,083438;14,160635;31,484000;138,600000;162,000000;10;47;51,865;06/01/2021
0,001810;0,145650;1,011200;-1,670550;-0,068130;-4,650630;45,083420;14,160640;31,854400;138,300000;161,700000;10;47;52,121;06/01/2021
-0,054120;0,154970;1,019900;-2,381810;-0,859890;-1,714830;45,083392;14,160650;32,780400;138,000000;162,200000;10;47;52,377;06/01/2021
-0,060240;0,146940;0,991800;-0,849530;0,764290;-1,927850;45,083373;14,160657;33,706400;138,100000;162,700000;10;47;52,633;06/01/2021
-0,056610;0,154010;0,932870;-1,882500;0,631490;-2,723710;45,083345;14,160668;34,076800;137,900000;161,500000;10;47;52,890;06/01/2021
-0,048210;0,174480;1,039120;3,132040;-2,325770;-2,583300;45,083328;14,160678;34,076800;137,700000;160,500000;10;47;53,144;06/01/2021
-0,045500;0,140650;1,004270;-1,683370;-1,504590;-2,681250;45,083302;14,160693;33,891600;137,300000;158,600000;10;47;53,401;06/01/2021
-0,055140;0,133780;1,005590;-2,218020;-0,183260;-3,005560;45,083275;14,160707;34,262000;137,100000;158,300000;10;47;53,657;06/01/2021
-0,028520;0,123420;0,976060;-0,999490;0,114370;-3,034210;45,083255;14,160715;35,002800;137,100000;158,100000;10;47;53,914;06/01/2021
-0,032920;0,143550;0,973060;0,438550;0,659000;-2,257250;45,083227;14,160728;35,743600;137,100000;159,000000;10;47;54,169;06/01/2021
-0,027300;0,156150;1,004660;1,680950;1,160830;-1,340000;45,083208;14,160738;36,114000;136,900000;158,500000;10;47;54,425;06/01/2021
-0,025860;0,131390;1,014770;0,287220;-0,252670;-0,506210;45,083185;14,160757;35,558400;136,300000;155,900000;10;47;54,681;06/01/2021
-0,048190;0,106010;1,009680;-1,716200;0,236640;-0,474870;45,083168;14,160770;35,373200;135,800000;153,700000;10;47;54,937;06/01/2021
-0,050640;0,112310;1,032040;-1,290720;0,023940;-0,486460;45,083145;14,160790;35,002800;135,000000;151,400000;10;47;55,193;06/01/2021
-0,034060;0,102020;1,039220;-1,893970;-0,936340;-0,520460;45,083127;14,160800;34,817600;134,600000;151,100000;10;47;55,450;06/01/2021
-0,014050;0,085410;0,982120;-3,072360;-2,068570;-0,540280;45,083098;14,160813;35,373200;134,300000;153,000000;10;47;55,705;06/01/2021
-0,033260;0,092890;0,987990;-1,883700;-1,808510;-0,569400;45,083073;14,160823;35,373200;134,300000;155,000000;10;47;55,960;06/01/2021
-0,007810;0,088070;0,970730;-0,328320;-0,752670;-1,346000;45,083055;14,160833;35,743600;134,300000;155,800000;10;47;56,216;06/01/2021
-0,004300;0,105160;1,007490;0,435150;-0,289060;-0,756880;45,083028;14,160848;36,484400;133,900000;155,900000;10;47;56,473;06/01/2021
-0,011480;0,092110;0,997510;0,906580;0,819640;-0,302630;45,083008;14,160858;36,669600;133,900000;156,800000;10;47;56,729;06/01/2021
0,030710;0,098870;0,996900;-0,753560;-0,021480;-0,019000;45,082983;14,160875;37,040000;133,300000;156,100000;10;47;56,985;06/01/2021
-0,017700;0,073420;0,993910;2,681060;-1,123550;1,329360;45,082967;14,160887;37,225200;133,000000;156,100000;10;47;57,241;06/01/2021
-0,008530;0,116150;1,011440;-4,701110;3,965800;0,054230;45,082940;14,160903;37,595600;132,400000;155,500000;10;47;57,497;06/01/2021
-0,017250;0,103410;1,066650;2,522520;0,585560;0,948310;45,082920;14,160915;38,151200;132,300000;155,300000;10;47;57,753;06/01/2021
-0,031910;0,094550;1,009870;-2,687990;2,829550;0,273550;45,082890;14,160933;39,262400;132,200000;155,800000;10;47;58,009;06/01/2021
-0,034090;0,103560;1,006200;-1,026300;1,476800;0,689920;45,082862;14,160952;39,632800;131,900000;155,400000;10;47;58,265;06/01/2021
-0,027630;0,105880;1,025110;-0,345690;0,175160;0,774380;45,082842;14,160967;39,818000;131,700000;154,700000;10;47;58,521;06/01/2021
-0,017160;0,097220;1,019890;-1,422490;-0,627620;0,691260;45,082810;14,160985;40,929200;131,500000;154,900000;10;47;58,777;06/01/2021
-0,007150;0,095030;1,024520;-1,436140;-0,113990;0,714360;45,082787;14,160997;41,484800;131,500000;155,300000;10;47;59,033;06/01/2021
-0,009040;0,096940;1,025570;-1,354830;1,094670;0,870060;45,082757;14,161018;41,855200;131,100000;154,900000;10;47;59,288;06/01/2021
-0,007940;0,096960;1,025010;-0,565850;1,011590;1,299530;45,082737;14,161030;42,040400;131,000000;155,200000;10;47;59,545;06/01/2021
-0,007250;0,112110;1,022640;-1,467100;1,223250;1,553130;45,082707;14,161050;42,040400;130,800000;155,500000;10;47;59,801;06/01/2021
0,000850;0,119550;1,047140;-0,753950;1,056680;1,797190;45,082678;14,161068;41,855200;130,600000;155,200000;10;48;00,081;06/01/2021
0,041250;0,094150;1,003000;-2,248360;-0,795870;2,167270;45,082660;14,161082;42,040400;130,500000;155,300000;10;48;00,312;06/01/2021
0,042020;0,113370;1,019500;-2,096930;-2,734770;3,154350;45,082628;14,161098;41,670000;130,800000;156,100000;10;48;00,569;06/01/2021
0,034990;0,161520;1,018880;-0,911070;0,549860;2,644780;45,082608;14,161108;41,855200;130,700000;156,500000;10;48;00,825;06/01/2021
0,063920;0,168980;1,028540;-1,062000;0,334660;1,960140;45,082577;14,161125;41,855200;130,800000;157,100000;10;48;01,081;06/01/2021
0,079670;0,150500;1,005600;-1,051030;-1,000390;2,913300;45,082557;14,161135;42,040400;130,800000;157,700000;10;48;01,337;06/01/2021
0,110730;0,139690;0,984130;-1,568440;-1,380460;3,292670;45,082530;14,161152;41,670000;130,600000;157,400000;10;48;01,593;06/01/2021
0,048270;0,165810;1,029250;0,723250;0,600870;4,276080;45,082512;14,161162;41,484800;130,700000;157,800000;10;48;01,848;06/01/2021
0,057100;0,161380;1,023590;-0,095130;2,308700;3,223860;45,082485;14,161175;40,929200;130,700000;158,300000;10;48;02,104;06/01/2021
0,067890;0,154730;1,005980;-1,526470;0,682430;3,129430;45,082460;14,161187;40,373600;130,900000;158,400000;10;48;02,361;06/01/2021
0,036430;0,172970;1,049950;0,262990;0,310120;3,728570;45,082442;14,161195;39,818000;131,100000;158,700000;10;48;02,616;06/01/2021
0,074700;0,134840;0,956220;-1,897500;-0,538590;3,437840;45,082413;14,161210;39,077200;131,000000;158,500000;10;48;02,873;06/01/2021
0,083000;0,167350;1,040570;-1,213210;-1,215040;3,080360;45,082395;14,161217;38,892000;131,000000;159,200000;10;48;03,129;06/01/2021
0,060570;0,134440;0,955220;-0,367240;-0,957640;4,039590;45,082368;14,161228;38,151200;130,800000;159,600000;10;48;03,385;06/01/2021
0,058650;0,167820;1,005600;1,220850;1,192200;3,800220;45,082355;14,161238;37,410400;130,400000;159,400000;10;48;03,641;06/01/2021
0,004240;0,177930;1,024990;0,020320;-0,050920;2,837130;45,082332;14,161252;36,299200;129,900000;159,600000;10;48;03,897;06/01/2021
0,107880;0,167590;0,988270;0,624720;-0,374680;2,838590;45,082317;14,161257;35,558400;129,500000;160,000000;10;48;04,152;06/01/2021
0,057270;0,178320;0,992160;-1,943190;-0,837950;3,031750;45,082295;14,161262;34,076800;129,100000;161,000000;10;48;04,409;06/01/2021
0,085730;0,243400;0,989260;1,752500;-0,743770;4,345710;45,082277;14,161265;33,336000;128,900000;161,600000;10;48;04,665;06/01/2021
0,016260;0,284760;0,993160;0,071270;-0,113120;2,792050;45,082265;14,161265;31,298800;128,800000;163,700000;10;48;04,921;06/01/2021
-0,002790;0,291630;1,035420;1,271020;1,061160;0,459340;45,082248;14,161263;29,817200;128,600000;165,400000;10;48;05,177;06/01/2021
-0,014320;0,297020;0,983610;0,718320;1,240830;-1,936260;45,082238;14,161265;28,520800;128,600000;165,700000;10;48;05,433;06/01/2021
-0,035390;0,308310;1,023600;-0,977900;1,101600;-4,639910;45,082223;14,161268;27,224400;128,400000;166,100000;10;48;05,688;06/01/2021
0,066590;0,278280;0,962290;-1,132300;-1,509760;-6,189400;45,082218;14,161267;25,187200;127,900000;166,200000;10;48;05,945;06/01/2021
0,011640;0,361520;1,063670;0,660060;0,126820;-5,463480;45,082207;14,161267;23,520400;127,600000;167,700000;10;48;06,200;06/01/2021
0,097730;0,323900;0,965460;0,065470;-1,367260;-3,825430;45,082197;14,161270;22,594400;127,400000;167,900000;10;48;06,457;06/01/2021
0,068990;0,328680;1,017340;-1,387610;-2,048280;-3,701060;45,082192;14,161268;20,372000;127,100000;169,000000;10;48;06,713;06/01/2021
0,073060;0,301120;1,000170;-0,243900;0,553850;-2,583920;45,082187;14,161273;17,779200;126,800000;167,600000;10;48;06,968;06/01/2021
0,057700;0,269980;1,005020;-0,503500;-0,216580;-1,850220;45,082183;14,161275;16,112400;126,600000;166,700000;10;48;07,225;06/01/2021
0,043790;0,221480;1,008550;-0,086770;-0,110600;-1,006960;45,082178;14,161275;14,075200;126,600000;167,100000;10;48;07,481;06/01/2021
0,025690;0,213940;1,005020;-0,037940;0,131500;-0,212990;45,082177;14,161275;12,593600;126,600000;168,200000;10;48;07,737;06/01/2021
0,009360;0,168490;1,016580;-0,074930;0,120960;0,174300;45,082172;14,161278;11,112000;127,000000;166,600000;10;48;07,993;06/01/2021
-0,033740;0,058400;0,985310;-0,494200;0,030000;0,224480;45,082170;14,161278;10,000800;127,300000;165,800000;10;48;08,249;06/01/2021
-0,027830;0,078790;1,008640;-0,949790;0,184850;0,151060;45,082165;14,161278;8,889600;127,800000;165,000000;10;48;08,505;06/01/2021
-0,022930;0,084260;1,003930;-0,027830;-0,212320;0,290600;45,082162;14,161278;8,148800;128,100000;164,600000;10;48;08,760;06/01/2021
-0,024480;0,084160;1,001960;-0,359230;-0,030940;0,242900;45,082160;14,161277;3,704000;128,000000;162,600000;10;48;09,017;06/01/2021
-0,023980;0,081090;1,000970;-0,290510;-0,118770;0,319430;45,082158;14,161277;2,963200;128,000000;157,200000;10;48;09,272;06/01/2021
-0,026660;0,081190;1,002410;-0,291800;-0,030500;0,267730;45,082158;14,161277;2,407600;127,900000;148,800000;10;48;09,529;06/01/2021
-0,043190;0,036620;1,006350;-0,318970;-0,069770;0,216780;45,082158;14,161277;0,000000;127,600000;133,000000;10;48;09,785;06/01/2021
-0,056530;0,007910;0,993760;-0,646580;0,155590;0,259730;45,082158;14,161277;0,000000;127,400000;133,000000;10;48;10,041;06/01/2021
-0,058870;0,007350;0,997660;-0,347540;0,008840;0,165740;45,082157;14,161275;0,000000;127,300000;133,000000;10;48;10,296;06/01/2021
-0,071750;-0,016400;0,980280;0,070670;0,087900;0,023740;45,082157;14,161275;0,000000;127,300000;133,000000;10;48;10,552;06/01/2021
-0,113250;0,068160;1,045120;1,448720;1,309890;-0,729440;45,082157;14,161273;0,000000;127,200000;133,000000;10;48;10,809;06/01/2021
-0,086210;0,054960;1,002250;0,887530;0,193090;-1,526380;45,082157;14,161272;0,000000;127,200000;133,000000;10;48;11,065;06/01/2021
-0,061970;-0,039220;0,972350;-2,793880;-2,681670;-5,727850;45,082157;14,161272;1,666800;127,200000;109,700000;10;48;11,321;06/01/2021
-0,104650;-0,048740;1,001500;-0,566750;0,168040;-5,387110;45,082158;14,161272;2,222400;127,200000;125,300000;10;48;11,577;06/01/2021
-0,076120;-0,097830;0,988120;-0,467710;-0,827310;-5,829190;45,082158;14,161272;2,222400;127,200000;120,800000;10;48;11,833;06/01/2021
-0,028150;-0,026200;0,999700;0,190490;0,122460;-4,637420;45,082158;14,161272;2,778000;127,100000;127,000000;10;48;12,088;06/01/2021
-0,039730;-0,031730;1,009450;0,540890;-0,377760;-1,330630;45,082158;14,161272;3,148400;127,100000;119,600000;10;48;12,345;06/01/2021
-0,082690;-0,064320;1,002350;0,149960;0,898980;1,645290;45,082155;14,161275;3,704000;126,800000;128,300000;10;48;12,601;06/01/2021
-0,040740;-0,094420;0,977800;-0,535530;-0,372750;2,527510;45,082152;14,161280;4,259600;126,400000;132,600000;10;48;12,857;06/01/2021
-0,076360;-0,080030;1,010430;-0,167560;0,339380;4,026590;45,082147;14,161283;5,185600;126,300000;139,900000;10;48;13,113;06/01/2021
-0,044680;-0,052760;0,991520;-0,130440;0,045720;4,309490;45,082140;14,161288;6,296800;125,900000;141,800000;10;48;13,369;06/01/2021
-0,016210;-0,010260;0,994120;0,206010;-0,649340;4,917780;45,082135;14,161293;7,408000;125,700000;145,000000;10;48;13,625;06/01/2021
-0,026440;0,008850;1,008920;0,464770;-0,542090;5,109960;45,082125;14,161298;8,704400;125,300000;147,300000;10;48;13,880;06/01/2021
-0,012740;-0,007570;0,992790;-0,068420;-0,193510;4,978070;45,082118;14,161303;9,630400;124,900000;148,100000;10;48;14,137;06/01/2021
-0,021870;0,007880;0,999430;-0,931120;-0,529890;4,636900;45,082108;14,161312;10,741600;124,400000;147,900000;10;48;14,393;06/01/2021
-0,018890;0,038480;1,000050;-0,129090;-0,070210;4,641830;45,082102;14,161317;10,926800;123,900000;148,500000;10;48;14,649;06/01/2021
-0,027160;0,005540;0,994330;0,172590;-0,337150;3,623090;45,082092;14,161328;11,482400;123,400000;144,800000;10;48;14,904;06/01/2021
-0,019580;0,007000;0,987250;-0,154680;0,265910;2,724350;45,082080;14,161333;11,852800;122,700000;145,700000;10;48;15,161;06/01/2021
-0,009740;0,006910;0,992490;0,252160;0,135000;2,913630;45,082072;14,161338;12,223200;122,300000;149,000000;10;48;15,417;06/01/2021
-0,025770;0,004800;0,981360;0,586680;0,738660;3,225540;45,082057;14,161342;13,149200;121,900000;152,300000;10;48;15,672;06/01/2021
-0,010410;0,011700;0,982160;0,925910;-0,053100;3,288260;45,082047;14,161345;14,630800;121,800000;156,000000;10;48;15,928;06/01/2021
-0,022910;0,021190;0,990930;1,409770;0,258930;3,471940;45,082030;14,161348;16,482800;121,600000;160,000000;10;48;16,185;06/01/2021
-0,012710;0,042140;0,978860;0,833580;0,059390;3,401420;45,082017;14,161352;17,594000;121,400000;162,300000;10;48;16,441;06/01/2021
-0,008650;0,059240;0,988130;0,887490;0,339070;3,095200;45,081998;14,161357;18,890400;121,300000;162,400000;10;48;16,697;06/01/2021
-0,010680;0,077260;0,989810;1,097460;-0,083340;3,005280;45,081988;14,161360;18,890400;121,000000;162,900000;10;48;16,952;06/01/2021
-0,020520;0,081650;1,002480;0,492120;0,166580;2,792370;45,081970;14,161368;19,631200;120,500000;160,900000;10;48;17,209;06/01/2021
-0,014140;0,082820;0,999780;-0,131250;0,102860;2,289230;45,081953;14,161375;19,816400;119,900000;160,000000;10;48;17,465;06/01/2021
-0,021240;0,079020;0,986760;-0,508770;0,392780;1,793090;45,081940;14,161378;20,186800;119,300000;160,100000;10;48;17,722;06/01/2021
-0,032810;0,093970;1,013340;-0,251210;0,516810;1,751320;45,081923;14,161383;19,816400;118,500000;160,700000;10;48;17,977;06/01/2021
-0,038750;0,094620;1,023400;0,136580;1,163530;1,078190;45,081912;14,161387;19,631200;117,800000;161,500000;10;48;18,232;06/01/2021
-0,029630;0,091560;1,026700;-1,713720;1,090460;0,761190;45,081893;14,161392;20,001600;116,900000;162,400000;10;48;18,489;06/01/2021
-0,030250;0,086760;1,029410;-2,247570;0,488060;0,791030;45,081883;14,161395;19,631200;116,300000;162,600000;10;48;18,744;06/01/2021
-0,040190;0,083180;1,009200;-2,283190;0,285500;1,347780;45,081865;14,161395;19,631200;115,600000;165,500000;10;48;19,001;06/01/2021
-0,032140;0,088630;1,017390;-1,991070;0,037480;0,991120;45,081845;14,161395;20,001600;115,200000;167,100000;10;48;19,257;06/01/2021
-0,023840;0,079900;1,001200;-1,651460;-1,344910;0,657740;45,081833;14,161398;20,742400;114,700000;166,800000;10;48;19,513;06/01/2021
-0,013950;0,085210;1,026600;-1,697100;-2,191580;0,563500;45,081810;14,161398;22,038800;114,700000;169,600000;10;48;19,768;06/01/2021
-0,012630;0,062880;0,974200;-2,018370;-0,096320;0,542980;45,081793;14,161398;24,076000;114,500000;171,400000;10;48;20,024;06/01/2021
0,000040;0,086240;1,017720;0,181320;-1,481780;0,107960;45,081770;14,161403;25,557600;114,600000;171,000000;10;48;20,281;06/01/2021
0,020660;0,056760;0,962100;-0,807940;-1,092860;0,667300;45,081753;14,161410;26,298400;114,700000;170,200000;10;48;20,537;06/01/2021
-0,017910;0,086450;1,000170;0,396960;0,144530;1,127570;45,081730;14,161417;27,224400;114,800000;169,900000;10;48;20,793;06/01/2021
0,000930;0,096570;1,050130;0,933110;0,330160;0,954880;45,081713;14,161420;27,409600;114,500000;170,000000;10;48;21,048;06/01/2021
-0,025410;0,047560;0,946840;-1,129680;-0,405560;0,568280;45,081690;14,161425;27,409600;113,900000;169,700000;10;48;21,304;06/01/2021
0,014500;0,092510;0,996470;-1,127430;-0,732350;0,299140;45,081667;14,161432;27,224400;113,200000;169,000000;10;48;21,561;06/01/2021
0,008470;0,063280;0,987670;2,406160;-3,087800;0,334410;45,081652;14,161435;27,224400;112,800000;169,100000;10;48;21,816;06/01/2021
0,039430;0,070230;0,959930;-3,352510;-1,340500;0,376480;45,081625;14,161438;27,594800;112,900000;169,400000;10;48;22,073;06/01/2021
0,021090;0,072410;0,996570;2,934090;-0,476410;1,307470;45,081608;14,161440;28,150400;113,000000;170,400000;10;48;22,328;06/01/2021
0,022440;0,075270;1,000180;0,391450;0,348410;1,238210;45,081583;14,161443;28,706000;112,600000;170,700000;10;48;22,585;06/01/2021
0,018260;0,069080;0,990320;0,255420;0,857430;1,238550;45,081567;14,161442;29,076400;112,400000;172,100000;10;48;22,841;06/01/2021
0,002030;0,075250;0,990410;-0,025300;0,888840;1,311830;45,081542;14,161442;29,446800;112,400000;172,900000;10;48;23,097;06/01/2021
-0,038650;0,088180;0,990790;0,650700;1,750640;1,137150;45,081523;14,161443;29,632000;112,400000;172,600000;10;48;23,352;06/01/2021
-0,003740;0,092010;0,998060;0,883070;0,801810;0,001570;45,081497;14,161445;29,446800;112,300000;171,900000;10;48;23,608;06/01/2021
-0,016200;0,079010;0,970450;0,555750;0,286890;0,127860;45,081472;14,161447;29,632000;111,900000;172,000000;10;48;23,865;06/01/2021
-0,031160;0,105040;1,008100;0,748090;0,691840;0,230850;45,081455;14,161448;29,632000;111,500000;172,600000;10;48;24,121;06/01/2021
-0,025060;0,094370;1,005250;-0,047130;1,750090;0,266000;45,081430;14,161450;29,817200;111,000000;172,700000;10;48;24,377;06/01/2021
-0,041910;0,101390;0,998480;0,070590;2,201610;0,062400;45,081412;14,161450;30,558000;110,900000;173,300000;10;48;24,633;06/01/2021
-0,049960;0,108170;1,028740;0,620010;1,310900;0,385910;45,081382;14,161453;31,298800;110,900000;172,700000;10;48;24,888;06/01/2021
-0,048100;0,112680;1,054220;-1,589730;0,450040;0,447950;45,081362;14,161457;32,039600;110,900000;172,900000;10;48;25,145;06/01/2021
-0,038100;0,084970;0,996960;-3,090120;-0,493640;0,232680;45,081330;14,161458;33,521200;111,000000;173,600000;10;48;25,401;06/01/2021
-0,057220;0,105080;1,013100;-1,965170;-0,311830;0,112530;45,081312;14,161460;34,076800;111,000000;173,800000;10;48;25,657;06/01/2021
-0,053780;0,107020;1,030400;-0,531670;-0,050960;-0,625840;45,081283;14,161463;34,076800;110,700000;173,500000;10;48;25,912;06/01/2021
-0,050800;0,093850;0,988630;-2,024480;-0,572970;-0,902940;45,081255;14,161467;34,262000;110,700000;173,000000;10;48;26,169;06/01/2021
-0,041200;0,097380;0,977520;-0,802600;-1,142960;-0,812040;45,081237;14,161468;34,262000;110,400000;173,500000;10;48;26,425;06/01/2021
-0,005250;0,083780;0,966740;0,059840;-2,152190;-0,906150;45,081207;14,161470;34,632400;110,400000;173,700000;10;48;26,681;06/01/2021
-0,002220;0,082900;0,984510;0,776720;-1,778010;0,019810;45,081187;14,161472;35,558400;110,400000;173,500000;10;48;26,937;06/01/2021
0,001190;0,087460;0,986310;0,061790;-0,967190;0,855910;45,081157;14,161477;36,114000;110,200000;173,200000;10;48;27,193;06/01/2021
-0,003310;0,075900;0,966210;0,288800;-0,873040;0,708510;45,081137;14,161478;36,299200;110,000000;173,200000;10;48;27,449;06/01/2021
-0,017980;0,091510;0,970180;0,661230;0,422510;0,182480;45,081107;14,161482;36,669600;109,800000;173,100000;10;48;27,705;06/01/2021
-0,051710;0,109470;1,020010;1,898190;-0,116920;0,544480;45,081077;14,161487;37,040000;109,600000;173,200000;10;48;27,961;06/01/2021
-0,078770;0,130690;1,051040;-0,710610;0,773720;-0,667220;45,081058;14,161488;37,225200;109,300000;173,500000;10;48;28,216;06/01/2021
-0,008870;0,071390;0,865690;-2,576370;-3,792200;-1,214180;45,081030;14,161490;36,484400;108,800000;174,400000;10;48;28,473;06/01/2021
-0,066780;0,125810;1,064150;3,498080;0,861860;-1,738370;45,081012;14,161492;36,669600;108,300000;174,700000;10;48;28,729;06/01/2021
-0,045900;0,098240;0,947010;-0,542890;2,980480;-2,347770;45,080982;14,161497;36,484400;107,700000;174,200000;10;48;28,985;06/01/2021
-0,015010;0,104530;0,960220;-0,419450;-1,422810;-1,504520;45,080963;14,161500;36,484400;107,100000;174,100000;10;48;29,241;06/01/2021
-0,030720;0,123480;1,061230;2,175340;-0,941410;-0,265960;45,080933;14,161503;37,225200;106,300000;174,200000;10;48;29,496;06/01/2021
-0,030650;0,109040;1,016200;-1,479210;1,252830;-0,487660;45,080915;14,161507;37,225200;105,800000;174,100000;10;48;29,752;06/01/2021
-0,035180;0,120580;1,028840;-1,411060;0,673760;-0,310320;45,080880;14,161510;38,336400;105,900000;173,900000;10;48;30,009;06/01/2021
-0,022040;0,129130;0,984080;-2,027950;0,477840;-0,508470;45,080847;14,161515;38,892000;105,900000;173,300000;10;48;30,264;06/01/2021
-0,031420;0,191720;0,992270;-0,788490;-0,379660;-0,551810;45,080825;14,161518;39,818000;105,800000;172,800000;10;48;30,520;06/01/2021
-0,043600;0,232820;1,027400;1,476430;1,747650;-1,200000;45,080792;14,161527;39,818000;105,400000;171,700000;10;48;30,777;06/01/2021
-0,021020;0,219530;0,977860;-1,209630;-0,388280;-1,575810;45,080773;14,161530;39,447600;104,900000;171,500000;10;48;31,033;06/01/2021
0,021300;0,205790;0,980270;-0,781610;-3,306160;-1,720370;45,080742;14,161535;40,373600;104,800000;171,700000;10;48;31,289;06/01/2021
0,013880;0,203190;0,996920;-0,762840;-2,490350;-1,020620;45,080722;14,161538;40,558800;104,800000;171,700000;10;48;31,545;06/01/2021
-0,006020;0,183080;0,989900;0,050400;-0,166760;-0,886190;45,080688;14,161545;41,114400;105,000000;171,400000;10;48;31,801;06/01/2021
-0,003910;0,183170;0,997000;-0,087950;0,295650;-1,081780;45,080660;14,161555;40,929200;104,800000;170,500000;10;48;32,057;06/01/2021
-0,018840;0,174600;0,991480;-0,013530;0,008610;-1,429110;45,080640;14,161558;40,373600;104,500000;170,600000;10;48;32,313;06/01/2021
-0,027840;0,198260;1,013070;-0,436730;0,192460;-1,174690;45,080610;14,161567;40,373600;104,200000;170,500000;10;48;32,569;06/01/2021
-0,000830;0,156210;0,932900;-0,373050;-1,158510;-1,381590;45,080590;14,161570;40,188400;104,000000;170,500000;10;48;32,824;06/01/2021
-0,008240;0,189280;1,024890;0,663160;-1,259740;-1,585100;45,080563;14,161580;39,632800;103,500000;169,400000;10;48;33,081;06/01/2021
-0,069480;0,174490;1,022700;0,883780;1,880910;-1,870720;45,080543;14,161587;39,447600;103,200000;169,200000;10;48;33,336;06/01/2021
-0,054160;0,172640;0,948170;-2,284410;1,080340;-2,576300;45,080517;14,161597;38,892000;102,600000;168,100000;10;48;33,593;06/01/2021
-0,087250;0,208710;1,063690;1,421610;-2,346850;-2,757750;45,080500;14,161600;38,336400;102,200000;168,200000;10;48;33,849;06/01/2021
-0,062030;0,174370;0,997680;-1,677140;-1,001490;-4,439280;45,080473;14,161608;37,780800;101,400000;168,000000;10;48;34,105;06/01/2021
-0,036690;0,142930;0,952830;-2,650620;-0,737170;-4,854680;45,080448;14,161617;37,225200;100,800000;167,700000;10;48;34,361;06/01/2021
0,003850;0,108620;0,945020;0,478880;-2,374090;-3,455820;45,080433;14,161623;36,484400;100,000000;166,600000;10;48;34,617;06/01/2021
-0,002810;0,105430;1,026920;1,982870;-0,999340;-2,169480;45,080407;14,161633;36,299200;99,700000;166,300000;10;48;34,873;06/01/2021
-0,036480;0,090340;0,946180;-3,364850;2,112860;-1,569270;45,080388;14,161640;36,114000;99,700000;166,200000;10;48;35,128;06/01/2021
-0,040010;0,132740;1,076440;2,764190;-1,537490;-0,272740;45,080358;14,161652;37,595600;99,600000;166,100000;10;48;35,385;06/01/2021
-0,068260;0,105270;1,021020;0,307370;1,555950;-0,043990;45,080340;14,161662;38,151200;99,400000;165,200000;10;48;35,641;06/01/2021
-0,019320;0,101740;0,959910;-2,576450;0,235230;-1,695900;45,080315;14,161675;38,151200;98,900000;164,700000;10;48;35,897;06/01/2021
-0,075730;0,130950;1,015000;-0,378270;-2,227660;-1,395550;45,080295;14,161685;38,706800;98,800000;163,800000;10;48;36,153;06/01/2021
-0,054450;0,118110;1,007120;0,067240;-2,413680;-1,980350;45,080268;14,161697;38,706800;98,600000;163,500000;10;48;36,409;06/01/2021
-0,018730;0,099660;0,984460;-2,964230;-0,230670;-3,686800;45,080243;14,161707;38,336400;98,300000;163,600000;10;48;36,665;06/01/2021
-0,053380;0,127150;1,004090;-1,153240;-0,245350;-2,899430;45,080227;14,161717;37,966000;97,800000;163,100000;10;48;36,921;06/01/2021
-0,031420;0,106830;1,009510;1,442160;-0,974380;-2,247500;45,080200;14,161732;37,966000;97,500000;161,800000;10;48;37,176;06/01/2021
-0,056860;0,103850;0,951140;-1,838920;-0,381490;-2,745530;45,080183;14,161743;37,780800;97,200000;161,100000;10;48;37,432;06/01/2021
-0,006840;0,142500;1,082950;0,422650;-2,495930;-3,065050;45,080155;14,161758;37,780800;96,800000;160,400000;10;48;37,689;06/01/2021
0,001190;0,079740;0,955610;-3,443040;1,089160;-2,294640;45,080137;14,161770;37,966000;96,600000;159,800000;10;48;37,945;06/01/2021
-0,019530;0,107870;1,028040;0,704640;-0,184530;-1,471970;45,080112;14,161787;37,966000;96,300000;159,000000;10;48;38,201;06/01/2021
-0,002090;0,105990;0,993610;-1,739140;-1,248840;-1,160610;45,080087;14,161802;37,966000;95,700000;158,500000;10;48;38,457;06/01/2021
-0,082790;0,128710;1,002020;1,307510;1,254570;-1,440500;45,080072;14,161813;38,151200;95,200000;158,200000;10;48;38,713;06/01/2021
-0,023270;0,105520;0,966970;-0,265550;0,345340;-2,653980;45,080047;14,161827;37,780800;94,800000;158,400000;10;48;38,969;06/01/2021
-0,015190;0,125830;0,972930;0,768400;-0,204380;-2,146900;45,080030;14,161838;38,151200;94,400000;158,200000;10;48;39,225;06/01/2021
-0,015540;0,108040;0,948420;1,843520;0,868170;-2,250520;45,080007;14,161857;37,966000;93,100000;157,400000;10;48;39,481;06/01/2021
0,058520;0,110480;0,924480;1,302340;-1,249930;-0,191490;45,079988;14,161870;38,151200;92,700000;156,600000;10;48;39,737;06/01/2021
